,Mkt-RF,SMB,HML,RF,Book to Market Ratio,Treasury Bill,AAA Yields,BAA Yields,Long Term Yield,Net Equity Expansion,Risk-Free Rate,Inflation,Long Term Rate of Returns,corpr,Stock Variance,Cross-Sectional Premium,CRSP Value Weighted Return,CRSP Value Weighted Return Excluding Dividends
19560323,0.44,-0.13,-0.13,0.007,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
19560326,0.03,0.15,-0.12,0.007,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
19560327,-0.55,0.21,-0.36,0.007,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
19560328,0.38,-0.18,0.38,0.007,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
19560329,0.25,-0.25,0.32,0.007,0.5310772,0.0225,0.031,0.036,0.0303,0.026695068,0.001875,0,-0.0149,-0.0146,0.001008856,0.000741498,0.070328,0.069226
19560402,0.66,-0.54,-0.13,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560403,-0.26,0.16,-0.37,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560404,0.27,-0.08,-0.12,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560405,-0.43,0.15,0.08,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560406,0.51,-0.18,0.03,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560409,-0.5,0.44,-0.11,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560410,-1.33,0.55,-0.09,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560411,0.78,-0.18,0.02,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560412,-0.56,0.51,0.17,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560413,0.05,0.21,0.35,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560416,-0.02,-0.03,0.11,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560417,-0.06,0,-0.16,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560418,-0.21,0.15,-0.08,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560419,-0.36,0.06,-0.08,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560420,0.47,-0.37,0.44,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560423,-0.04,-0.05,0.32,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560424,-0.83,0.34,-0.05,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560425,-0.26,0.02,0.53,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560426,0.78,-0.28,-0.25,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560427,0.96,-0.36,-0.28,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560430,0.68,-0.49,-0.5,0.009,0.526621716,0.026,0.0324,0.0368,0.0311,0.026213749,0.002166667,0.003731343,-0.0113,-0.0115,0.000814899,0.000451815,-0.000637,-0.001425
19560501,-0.31,0.06,-0.32,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560502,0.05,0.26,-0.21,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560503,0.43,-0.17,0.29,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560504,0.52,0.03,-0.29,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560507,-0.3,0.1,-0.15,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560508,-0.29,-0.08,0.24,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560509,0.02,-0.1,0.57,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560510,-1.35,0.44,-0.34,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560511,0.19,0.42,-0.22,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560514,-1.1,0.36,-0.39,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560515,-0.54,-0.05,0.24,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560516,-0.16,0.18,0.34,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560517,0.73,-0.24,-0.08,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560518,-0.28,0.24,0.24,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560521,-1.04,0.09,-0.27,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560522,-1.26,0.37,-0.14,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560523,-0.39,0.38,-0.1,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560524,-1.29,-0.1,-0.02,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560525,0.02,-0.28,0.13,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560528,-1.21,-0.25,-0.31,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560529,2.24,-0.25,-0.54,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560531,0.08,0.13,-0.04,0.01,0.568559774,0.0261,0.0328,0.0373,0.0299,0.029302983,0.002175,0.003717472,0.0225,0.0052,0.001836429,0.000504808,-0.058414,-0.065976
19560601,0.49,-0.28,-0.23,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560604,0.45,-0.35,0.01,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560605,0.08,0.19,-0.05,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560606,-0.34,0.1,-0.11,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560607,0.6,-0.13,-0.08,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560608,-1.75,-0.41,0.01,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560611,1.19,-0.06,0,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560612,1.28,-0.55,-0.17,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560613,0.25,0.29,0.08,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560614,-0.24,-0.03,0.26,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560615,0.19,-0.07,-0.14,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560618,-0.6,0.48,-0.02,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560619,0.34,-0.26,-0.32,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560620,0.27,-0.07,-0.26,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560621,0.48,-0.23,0.2,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560622,-0.1,0.15,-0.12,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560625,-0.42,0.2,-0.2,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560626,0.58,-0.16,-0.04,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560627,0.6,-0.01,-0.24,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560628,0.13,-0.3,0.15,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560629,-0.01,0.05,-0.01,0.009,0.551564593,0.0249,0.0326,0.0376,0.0299,0.025671522,0.002075,0.007407407,0.0027,-0.0018,0.001037045,0.000939936,0.03891,0.037762
19560702,0.01,-0.16,-0.16,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560703,0.61,-0.19,-0.32,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560705,0.82,-0.23,-0.11,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560706,0.45,-0.22,0.07,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560709,0.36,0.05,0.07,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560710,0.41,0.08,-0.06,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560711,0.24,0.12,0.08,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560712,-0.25,0.16,0.2,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560713,0.47,-0.15,0.19,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560716,0.68,-0.47,-0.12,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560717,0.36,-0.15,-0.01,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560718,-0.07,-0.12,0.17,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560719,0.02,-0.02,-0.04,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560720,0.21,0.06,-0.05,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560723,0.06,-0.28,0.18,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560724,-0.1,0.07,0.22,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560725,0.19,-0.18,0.03,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560726,0.21,0.01,-0.27,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560727,-0.66,0.18,-0.1,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560730,0,-0.07,0.11,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560731,0.66,-0.17,-0.02,0.01,0.524902957,0.0231,0.0328,0.038,0.0313,0.024753606,0.001925,0.007352941,-0.0209,-0.0093,0.000495576,0.001015523,0.051427,0.050619
19560801,0.13,-0.03,-0.05,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560802,0.52,0.07,-0.69,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560803,-0.16,0.03,-0.12,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560806,-1.4,0.39,0.15,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560807,0.74,-0.22,0.05,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560808,0.59,-0.07,-0.25,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560809,0.11,0.15,0.05,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560810,-0.43,0.06,-0.11,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560813,-0.76,0.15,0.08,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560814,0.36,-0.13,-0.08,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560815,-0.02,0.14,-0.08,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560816,-0.1,0.09,-0.17,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560817,-0.01,0.19,-0.03,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560820,-0.94,0.28,0.18,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560821,-1.08,-0.08,0.17,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560822,-0.42,0.4,0.31,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560823,0.83,-0.13,-0.3,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560824,0.07,0.28,-0.14,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560827,-0.56,0.21,-0.05,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560828,-0.36,0.21,0.12,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560829,-0.4,0.09,0.35,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560830,-0.93,-0.03,0.08,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560831,1.05,-0.11,-0.18,0.007,0.541391124,0.026,0.0343,0.0393,0.0325,0.023811483,0.002166667,-0.003649635,-0.0187,-0.0208,0.001235405,0.00101047,-0.032788,-0.039976
19560904,0.75,-0.17,-0.29,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560905,0.36,0.03,-0.42,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560906,0.11,0.02,-0.06,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560907,-0.53,0.34,0.07,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560910,-0.41,0.16,0.1,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560911,-0.64,0.26,0,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560912,-0.54,0.03,0.11,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560913,-0.17,0.13,-0.1,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560914,0.4,-0.64,0.98,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560917,-0.21,0.02,0.05,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560918,-0.78,0.29,0.06,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560919,-0.93,0.36,0.39,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560920,-0.26,-0.05,0.21,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560921,0.69,0.1,0.17,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560924,-0.54,0.24,-0.17,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560925,-1.38,0.15,0.33,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560926,-0.05,-0.27,0.5,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560927,-0.43,0.44,-0.28,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19560928,-0.68,0.19,0.19,0.01,0.571909521,0.0284,0.0356,0.0407,0.0324,0.029361949,0.002366667,0.003663004,0.005,0.0012,0.000787779,0.001359354,-0.044022,-0.045127
19561001,-1.52,0.13,-0.04,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561002,1.73,-0.33,-0.13,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561003,1.49,-0.5,-0.31,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561004,-0.05,0.19,-0.21,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561005,0.36,0,0.34,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561008,0.01,-0.03,0.12,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561009,-0.47,0.33,-0.2,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
19561010,1.04,-0.53,-0.16,0.011,0.566427008,0.029,0.0359,0.0417,0.0329,0.029457322,0.002416667,0.003649635,-0.0054,-0.0105,0.00164201,0.001272093,0.006619,0.005298
